,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,0.003243550658226013,0.0026528164744377136,0.0026056398637592793,0.002512246835976839,0.0024654006119817495,0.002404209692031145,0.002372460439801216,0.0023427626583725214,0.0023070124443620443,0.002283941488713026,0.0022635934874415398,0.0021930939983576536,0.00219309376552701,0.002127639716491103,0.0021276394836604595,0.0021182242780923843,0.0020971251651644707,0.0020971251651644707,0.0020500565879046917,0.0020500565879046917
1,0.004307057708501816,0.004202255513519049,0.004118720535188913,0.004061507526785135,0.0038442122749984264,0.00364018720574677,0.003503300016745925,0.003333265660330653,0.0033332642633467913,0.0032226082403212786,0.0031772740185260773,0.003169698640704155,0.003127482021227479,0.0031274808570742607,0.003008079482242465,0.0029814671725034714,0.002937310142442584,0.002911811228841543,0.0027947258204221725,0.0027509666979312897
2,0.021145444363355637,0.010788198560476303,0.00998114887624979,0.009836762212216854,0.009198973886668682,0.005194385070353746,0.004142753779888153,0.0038850794080644846,0.003739532083272934,0.003721592715010047,0.0035863968078047037,0.003544723615050316,0.003314514644443989,0.003314514644443989,0.003200158942490816,0.003162587992846966,0.003158602397888899,0.003107705619186163,0.00305376760661602,0.002952255541458726
3,0.006240568123757839,0.005457188934087753,0.005454424303025007,0.005130865145474672,0.004491054452955723,0.0036274364683777094,0.003627159632742405,0.003532163333147764,0.003398976055905223,0.003328080754727125,0.00332464138045907,0.003297746181488037,0.003297746181488037,0.0031473294366151094,0.0031367484480142593,0.0030947746708989143,0.002950752852484584,0.0028760095592588186,0.002816092921420932,0.00278589129447937
4,0.006396298296749592,0.004469753243029118,0.004188766703009605,0.0038852414581924677,0.0038134439382702112,0.003548321081325412,0.0034634959883987904,0.0032325556967407465,0.0030675341840833426,0.0030626740772277117,0.002925446256995201,0.0028527723625302315,0.00283823418430984,0.0028279144316911697,0.002783984411507845,0.002771917963400483,0.0027488120831549168,0.0026946612633764744,0.0026626670733094215,0.0025949254631996155
5,0.003968835808336735,0.0038065051194280386,0.0035016892943531275,0.003346193814650178,0.0032132600899785757,0.0032132589258253574,0.002963542239740491,0.0028856978751719,0.0028814610559493303,0.0027528556529432535,0.002752126194536686,0.0026481107342988253,0.0026420708745718002,0.0025632893666625023,0.0024717203341424465,0.002363544888794422,0.00234295055270195,0.0023427356500178576,0.0023247411008924246,0.0023247411008924246
6,0.004550288897007704,0.00398781755939126,0.003987817093729973,0.003987816162407398,0.003581451717764139,0.003431316465139389,0.0034313159994781017,0.0030742757953703403,0.00292141642421484,0.0028789497446268797,0.0028042015619575977,0.002566285664215684,0.0025152708403766155,0.0024685650132596493,0.002434956142678857,0.002398269483819604,0.002395941875874996,0.0023735654540359974,0.0022807286586612463,0.0022514068987220526
7,0.003024916397407651,0.003024916397407651,0.0029890977311879396,0.0027398341335356236,0.002557804575189948,0.0025578041095286608,0.0025459355674684048,0.0024944539181888103,0.0024816791992634535,0.002464326797053218,0.0024155767168849707,0.002355220029130578,0.0023552197962999344,0.0023044778499752283,0.002235284773632884,0.002235284773632884,0.0022243945859372616,0.0022224481217563152,0.0022224478889256716,0.0022025571670383215
8,0.004789178259670734,0.003893052227795124,0.0034348233602941036,0.0031120008789002895,0.002902278210967779,0.0026718040462583303,0.002556886523962021,0.002556886523962021,0.002556886523962021,0.0025568862911313772,0.0024735722690820694,0.002365082036703825,0.0023650818038731813,0.0023650818038731813,0.0022948754485696554,0.0022774748504161835,0.00227747461758554,0.00227747461758554,0.0022455700673162937,0.00224556983448565
9,0.006520324386656284,0.003902376862242818,0.0038992830086499453,0.003694979939609766,0.003583173733204603,0.003169231815263629,0.0031026925425976515,0.003092217491939664,0.003071043873205781,0.0028913323767483234,0.0028732765931636095,0.0028732591308653355,0.0027640725020319223,0.0027474339585751295,0.002697082469239831,0.0026899983640760183,0.00258803553879261,0.0025720433332026005,0.002558650216087699,0.0025375091936439276
10,0.005996702704578638,0.005885551683604717,0.0057473196648061275,0.005199574865400791,0.004441265948116779,0.0043995375744998455,0.004375801421701908,0.00399811752140522,0.003995319362729788,0.0037983760703355074,0.0037865706253796816,0.0036162855103611946,0.0035670737270265818,0.0034869019873440266,0.003325036959722638,0.003162737935781479,0.0031123082153499126,0.003083893796429038,0.003003946505486965,0.003001962322741747
11,0.0053789918310940266,0.004968021996319294,0.004862566478550434,0.004837375599890947,0.00440607313066721,0.004288082011044025,0.004169927444308996,0.003963925875723362,0.0038769710808992386,0.0036154191475361586,0.003598203882575035,0.0034293008502572775,0.0034261324908584356,0.0031548382248729467,0.003133217105641961,0.0031258249655365944,0.0030219994951039553,0.0030107416678220034,0.0030107416678220034,0.00284058740362525
12,0.0034485450014472008,0.0030793342739343643,0.002977563999593258,0.0029721821192651987,0.002860426204279065,0.002841830952093005,0.002702499972656369,0.00268293684348464,0.0026828825939446688,0.0026793312281370163,0.0026775740552693605,0.0025917859748005867,0.0025750952772796154,0.002573070814833045,0.00247909314930439,0.0024732344318181276,0.0024318627547472715,0.002414868213236332,0.0023917474318295717,0.0023819454945623875
13,0.00802421011030674,0.004845635965466499,0.004839915316551924,0.0042755817994475365,0.0042755817994475365,0.0042755817994475365,0.0042755817994475365,0.0042755817994475365,0.004165619146078825,0.004074132535606623,0.004074132535606623,0.004062123131006956,0.003917875699698925,0.003917875699698925,0.003917875699698925,0.003682255744934082,0.003682255744934082,0.0034122024662792683,0.0033986675553023815,0.0033472466748207808
14,0.00625862181186676,0.00582711398601532,0.005583357065916061,0.005235094577074051,0.005165482871234417,0.0050589959137141705,0.004953902214765549,0.0048656165599823,0.00463510025292635,0.004635099787265062,0.004635099787265062,0.0044623310677707195,0.00425054831430316,0.004132686648517847,0.0039012448396533728,0.003829016350209713,0.0037505917716771364,0.0037267878651618958,0.003714354010298848,0.003617561887949705
15,0.006407451815903187,0.004766316153109074,0.004343380685895681,0.0043304190039634705,0.003954594489187002,0.0035147499293088913,0.0032146372832357883,0.003205740125849843,0.0031483503989875317,0.0031156253535300493,0.0027199552860111,0.0026987881865352392,0.002674335381016135,0.002600809559226036,0.002570642391219735,0.002538353903219104,0.002489497186616063,0.0024563856422901154,0.0024166067596524954,0.0024069896899163723
16,0.0032046339474618435,0.003068509977310896,0.0030278898775577545,0.002904194174334407,0.0028854834381490946,0.0027271544095128775,0.0027271544095128775,0.002725312253460288,0.0026947499718517065,0.0026829619891941547,0.0026787174865603447,0.002641502069309354,0.002602633321657777,0.0025857717264443636,0.0024958818685263395,0.002450784668326378,0.002440369687974453,0.0023211268708109856,0.00231850054115057,0.0023038997314870358
17,0.009559712372720242,0.0045669288374483585,0.004232311155647039,0.0035232710652053356,0.0032425273675471544,0.0030181242618709803,0.002948160283267498,0.0029137786477804184,0.002891950774937868,0.002852309960871935,0.0027687863912433386,0.0027687863912433386,0.0027620228938758373,0.0027403717394918203,0.0027117328718304634,0.0025685823056846857,0.002560153603553772,0.002499410416930914,0.002458166563883424,0.00244265329092741
18,0.004603390581905842,0.004456858616322279,0.003942149691283703,0.0037725071888417006,0.0037592414300888777,0.0034557299222797155,0.0033864472061395645,0.00319084245711565,0.0031690734904259443,0.0030069167260080576,0.00299964495934546,0.0029895338229835033,0.0029463553801178932,0.002806358505040407,0.0028063575737178326,0.002684118924662471,0.0026763794012367725,0.0026763794012367725,0.002656053053215146,0.002575551625341177
19,0.006753482855856419,0.006235867738723755,0.005972602870315313,0.00583887891843915,0.005194130353629589,0.004928854759782553,0.0047847796231508255,0.004728781990706921,0.004683497827500105,0.004679404199123383,0.004574576858431101,0.004545565694570541,0.004473002161830664,0.004397235810756683,0.004083882551640272,0.004020873457193375,0.003865320235490799,0.0037667846772819757,0.0033907743636518717,0.00334365526214242
